message,label
Congratulations! You won $2323. Click here to claim: http://bit.ly/4641,fraud
Thank you for your payment of $1707.,safe
Urgent! Your credit card will be blocked. Action required: 3193,fraud
Thank you for your payment of $9746.,safe
Congratulations! You won $2880. Click here to claim: http://bit.ly/9653,fraud
Thank you for your payment of $6185.,safe
Thank you for your payment of $5383.,safe
Your account has been compromised. Verify now: 2031,fraud
Urgent! Your credit card will be blocked. Action required: 563,fraud
You have an unpaid invoice of $4721. Pay now: http://bit.ly/4677,fraud
Urgent! Your credit card will be blocked. Action required: 2855,fraud
Your account statement for 7084 is now available.,safe
Unauthorized login attempt detected. Verify your account: 1542,fraud
Thank you for your payment of $6908.,safe
Your bank account ending with 7250 has been credited with $September.,safe
Urgent! Your credit card will be blocked. Action required: 193,fraud
You are selected for a loan of $4704. Apply here: http://bit.ly/4896,fraud
Payment of $5182 was successfully processed.,safe
Confirm your password immediately: 4137,fraud
Win a new iPhone! Click 2227 to enter.,fraud
Your account statement for 638 is now available.,safe
Your order #2061 has been shipped.,safe
Your order #7472 has been shipped.,safe
Your account has been compromised. Verify now: 2386,fraud
Payment of $4552 was successfully processed.,safe
Your bank account ending with 3522 has been credited with $December.,safe
Your account statement for 627 is now available.,safe
You received a prize of $2163. Visit http://bit.ly/9842 to claim it.,fraud
Your account has been compromised. Verify now: 395,fraud
Unauthorized login attempt detected. Verify your account: 4424,fraud
Your OTP is 9450. Please do not share it with anyone.,safe
Your subscription for 371 has been renewed.,safe
Your package with tracking number 7648 is in transit.,safe
Your OTP is 2495. Please do not share it with anyone.,safe
Confirm your password immediately: 4077,fraud
Your bill of $2950 is due on December.,safe
Win a new iPhone! Click 1338 to enter.,fraud
Confirm your password immediately: 773,fraud
Your bank account ending with 8240 has been credited with $October.,safe
Your bank account ending with 9551 has been credited with $October.,safe
Reminder: Your appointment is scheduled for 5573.,safe
Your bank account ending with 5042 has been credited with $September.,safe
Your bill of $4644 is due on September.,safe
Confirm your password immediately: 1494,fraud
Your subscription for 223 has been renewed.,safe
Your subscription for 8305 has been renewed.,safe
Your subscription for 9972 has been renewed.,safe
Your account statement for 5255 is now available.,safe
Payment of $6568 was successfully processed.,safe
Your account statement for 3724 is now available.,safe
Your account statement for 9152 is now available.,safe
Unauthorized login attempt detected. Verify your account: 895,fraud
Unauthorized login attempt detected. Verify your account: 2437,fraud
You have an unpaid invoice of $3224. Pay now: http://bit.ly/2217,fraud
Payment of $2160 was successfully processed.,safe
Payment of $8891 was successfully processed.,safe
Your package with tracking number 5920 is in transit.,safe
Thank you for your payment of $8410.,safe
Your package with tracking number 9630 is in transit.,safe
Confirm your password immediately: 2074,fraud
Your OTP is 8868. Please do not share it with anyone.,safe
Payment of $5940 was successfully processed.,safe
You are selected for a loan of $2222. Apply here: http://bit.ly/1706,fraud
Win a new iPhone! Click 4419 to enter.,fraud
You are selected for a loan of $1613. Apply here: http://bit.ly/4463,fraud
Unauthorized login attempt detected. Verify your account: 3727,fraud
Your package with tracking number 1879 is in transit.,safe
Your subscription for 4662 has been renewed.,safe
Your package with tracking number 953 is in transit.,safe
Your account statement for 4358 is now available.,safe
Your account statement for 7523 is now available.,safe
You are selected for a loan of $4454. Apply here: http://bit.ly/2468,fraud
Congratulations! You won $736. Click here to claim: http://bit.ly/3223,fraud
Your account has been compromised. Verify now: 4853,fraud
Your account statement for 699 is now available.,safe
Thank you for your payment of $9322.,safe
Account suspension notice! Click 1435 to reactivate.,fraud
Thank you for your payment of $5288.,safe
Your bank account ending with 9640 has been credited with $August.,safe
Payment of $872 was successfully processed.,safe
Thank you for your payment of $3442.,safe
Confirm your password immediately: 2825,fraud
Your order #3143 has been shipped.,safe
Your bill of $6700 is due on August.,safe
Payment of $8163 was successfully processed.,safe
Your account has been compromised. Verify now: 2299,fraud
Congratulations! You won $4075. Click here to claim: http://bit.ly/1977,fraud
Your account statement for 8318 is now available.,safe
Account suspension notice! Click 1486 to reactivate.,fraud
Congratulations! You won $4086. Click here to claim: http://bit.ly/9950,fraud
Your account has been compromised. Verify now: 2880,fraud
Your subscription for 1548 has been renewed.,safe
Reminder: Your appointment is scheduled for 2860.,safe
You are selected for a loan of $1335. Apply here: http://bit.ly/6120,fraud
Your bank account ending with 5003 has been credited with $August.,safe
Win a new iPhone! Click 3646 to enter.,fraud
Unauthorized login attempt detected. Verify your account: 813,fraud
Your bank account ending with 1602 has been credited with $September.,safe
Win a new iPhone! Click 3876 to enter.,fraud
Thank you for your payment of $8589.,safe
Your subscription for 4143 has been renewed.,safe
You received a prize of $2032. Visit http://bit.ly/3945 to claim it.,fraud
Your subscription for 8518 has been renewed.,safe
Confirm your password immediately: 1188,fraud
Unauthorized login attempt detected. Verify your account: 4026,fraud
You are selected for a loan of $4196. Apply here: http://bit.ly/1106,fraud
Your account statement for 7700 is now available.,safe
Reminder: Your appointment is scheduled for 5885.,safe
Reminder: Your appointment is scheduled for 4703.,safe
Your OTP is 3980. Please do not share it with anyone.,safe
Your order #7130 has been shipped.,safe
You are selected for a loan of $100. Apply here: http://bit.ly/5641,fraud
Unauthorized login attempt detected. Verify your account: 3332,fraud
Thank you for your payment of $8734.,safe
Reminder: Your appointment is scheduled for 3262.,safe
Your package with tracking number 635 is in transit.,safe
Payment of $7796 was successfully processed.,safe
Urgent! Your credit card will be blocked. Action required: 3236,fraud
Your order #7311 has been shipped.,safe
Congratulations! You won $3071. Click here to claim: http://bit.ly/1367,fraud
You have an unpaid invoice of $3197. Pay now: http://bit.ly/5896,fraud
Win a new iPhone! Click 2345 to enter.,fraud
You have an unpaid invoice of $251. Pay now: http://bit.ly/1030,fraud
Reminder: Your appointment is scheduled for 3981.,safe
Win a new iPhone! Click 3994 to enter.,fraud
Unauthorized login attempt detected. Verify your account: 4789,fraud
Thank you for your payment of $4798.,safe
You received a prize of $2193. Visit http://bit.ly/8950 to claim it.,fraud
Your order #878 has been shipped.,safe
You are selected for a loan of $4243. Apply here: http://bit.ly/6842,fraud
You have an unpaid invoice of $3266. Pay now: http://bit.ly/7959,fraud
Urgent! Your credit card will be blocked. Action required: 3775,fraud
Payment of $3797 was successfully processed.,safe
Your account has been compromised. Verify now: 3389,fraud
Reminder: Your appointment is scheduled for 104.,safe
Payment of $6885 was successfully processed.,safe
Your account has been compromised. Verify now: 2192,fraud
Confirm your password immediately: 1387,fraud
Your account has been compromised. Verify now: 2840,fraud
Win a new iPhone! Click 1728 to enter.,fraud
Account suspension notice! Click 1650 to reactivate.,fraud
You have an unpaid invoice of $4517. Pay now: http://bit.ly/7091,fraud
Confirm your password immediately: 2121,fraud
Your OTP is 3016. Please do not share it with anyone.,safe
Your account statement for 3377 is now available.,safe
Your account has been compromised. Verify now: 2855,fraud
Your bill of $3061 is due on September.,safe
Your OTP is 6188. Please do not share it with anyone.,safe
Your package with tracking number 3235 is in transit.,safe
Congratulations! You won $2023. Click here to claim: http://bit.ly/5887,fraud
Account suspension notice! Click 3952 to reactivate.,fraud
Thank you for your payment of $8003.,safe
Win a new iPhone! Click 547 to enter.,fraud
Your bill of $1040 is due on October.,safe
Confirm your password immediately: 3995,fraud
Account suspension notice! Click 3358 to reactivate.,fraud
Your package with tracking number 4021 is in transit.,safe
Urgent! Your credit card will be blocked. Action required: 3436,fraud
Your order #5080 has been shipped.,safe
You received a prize of $583. Visit http://bit.ly/3859 to claim it.,fraud
Your OTP is 5508. Please do not share it with anyone.,safe
You received a prize of $2354. Visit http://bit.ly/9287 to claim it.,fraud
Your bill of $4221 is due on October.,safe
Your account has been compromised. Verify now: 3752,fraud
You received a prize of $807. Visit http://bit.ly/1953 to claim it.,fraud
Thank you for your payment of $687.,safe
Your bill of $6107 is due on August.,safe
Confirm your password immediately: 3640,fraud
Thank you for your payment of $8498.,safe
You are selected for a loan of $212. Apply here: http://bit.ly/6574,fraud
Payment of $5152 was successfully processed.,safe
Account suspension notice! Click 964 to reactivate.,fraud
Your order #9114 has been shipped.,safe
You received a prize of $3047. Visit http://bit.ly/2415 to claim it.,fraud
Confirm your password immediately: 2780,fraud
Your OTP is 5145. Please do not share it with anyone.,safe
Your bill of $8822 is due on August.,safe
Your subscription for 7662 has been renewed.,safe
You have an unpaid invoice of $654. Pay now: http://bit.ly/2377,fraud
Your account has been compromised. Verify now: 1988,fraud
Urgent! Your credit card will be blocked. Action required: 2143,fraud
Your subscription for 5313 has been renewed.,safe
Your order #5106 has been shipped.,safe
Your order #4526 has been shipped.,safe
Your OTP is 9235. Please do not share it with anyone.,safe
Your account statement for 1425 is now available.,safe
Urgent! Your credit card will be blocked. Action required: 3861,fraud
Thank you for your payment of $5712.,safe
You have an unpaid invoice of $3806. Pay now: http://bit.ly/7882,fraud
Reminder: Your appointment is scheduled for 6820.,safe
